pin,sub_district,district,state
144106,Jalandhar - I,JALANDHAR,PUNJAB
144201,Jalandhar -II,JALANDHAR,PUNJAB
144202,Dasua,HOSHIARPUR,PUNJAB
144204,Dasua,HOSHIARPUR,PUNJAB
144205,Dasua,HOSHIARPUR,PUNJAB
144206,Hoshiarpur,HOSHIARPUR,PUNJAB
144207,Dasua,HOSHIARPUR,PUNJAB
144208,Hoshiarpur,HOSHIARPUR,PUNJAB
144209,Hoshiarpur,HOSHIARPUR,PUNJAB
144210,Hoshiarpur,HOSHIARPUR,PUNJAB
144211,Mukerian,HOSHIARPUR,PUNJAB
144212,Dasua,HOSHIARPUR,PUNJAB
144213,Dasua,HOSHIARPUR,PUNJAB
144214,Mukerian,HOSHIARPUR,PUNJAB
144216,Dasua,HOSHIARPUR,PUNJAB
144221,Mukerian,HOSHIARPUR,PUNJAB
144222,Dasua,HOSHIARPUR,PUNJAB
144223,Mukerian,HOSHIARPUR,PUNJAB
144224,Mukerian,HOSHIARPUR,PUNJAB
144301,Jalandhar - I,JALANDHAR,PUNJAB
144302,Jalandhar -II,JALANDHAR,PUNJAB
144303,Jalandhar - I,JALANDHAR,PUNJAB
144305,Dasua,HOSHIARPUR,PUNJAB
144306,Mukerian,HOSHIARPUR,PUNJAB
144311,Phillaur,JALANDHAR,PUNJAB
144401,Phagwara,KAPURTHALA,PUNJAB
144402,Phagwara,KAPURTHALA,PUNJAB
144403,Phagwara,KAPURTHALA,PUNJAB
144404,Garhshankar,HOSHIARPUR,PUNJAB
144405,Phagwara,KAPURTHALA,PUNJAB
144406,Garhshankar,HOSHIARPUR,PUNJAB
144407,Phagwara,KAPURTHALA,PUNJAB
144408,Phagwara,KAPURTHALA,PUNJAB
144409,Phillaur,JALANDHAR,PUNJAB
144410,Phillaur,JALANDHAR,PUNJAB
144411,Phagwara,KAPURTHALA,PUNJAB
144415,Nawanshahr,NAWANSHAHR,PUNJAB
144416,Phillaur,JALANDHAR,PUNJAB
144417,Nawanshahr,NAWANSHAHR,PUNJAB
144418,Phillaur,JALANDHAR,PUNJAB
144419,Phillaur,JALANDHAR,PUNJAB
144421,Nawanshahr,NAWANSHAHR,PUNJAB
144422,Nawanshahr,NAWANSHAHR,PUNJAB
144501,Nawanshahr,NAWANSHAHR,PUNJAB
144502,Phillaur,JALANDHAR,PUNJAB
144503,Nawanshahr,NAWANSHAHR,PUNJAB
144504,Nawanshahr,NAWANSHAHR,PUNJAB
144505,Nawanshahr,NAWANSHAHR,PUNJAB
144506,Nawanshahr,NAWANSHAHR,PUNJAB
144507,Nawanshahr,NAWANSHAHR,PUNJAB
144508,Nawanshahr,NAWANSHAHR,PUNJAB
144509,Nawanshahr,NAWANSHAHR,PUNJAB
144510,Nawanshahr,NAWANSHAHR,PUNJAB
144511,Nawanshahr,NAWANSHAHR,PUNJAB
144512,Nawanshahr,NAWANSHAHR,PUNJAB
144513,Nawanshahr,NAWANSHAHR,PUNJAB
144514,Nawanshahr,NAWANSHAHR,PUNJAB
144515,Nawanshahr,NAWANSHAHR,PUNJAB
144516,Nawanshahr,NAWANSHAHR,PUNJAB
144517,Nawanshahr,NAWANSHAHR,PUNJAB
144518,Nawanshahr,NAWANSHAHR,PUNJAB
144519,Garhshankar,HOSHIARPUR,PUNJAB
144520,Garhshankar,HOSHIARPUR,PUNJAB
144521,Balachaur,NAWANSHAHR,PUNJAB
144522,Balachaur,NAWANSHAHR,PUNJAB
144523,Garhshankar,HOSHIARPUR,PUNJAB
144524,Balachaur,NAWANSHAHR,PUNJAB
144525,Balachaur,NAWANSHAHR,PUNJAB
144526,Balachaur,NAWANSHAHR,PUNJAB
144527,Garhshankar,HOSHIARPUR,PUNJAB
144528,Garhshankar,HOSHIARPUR,PUNJAB
144529,Garhshankar,HOSHIARPUR,PUNJAB
144530,Garhshankar,HOSHIARPUR,PUNJAB
144531,Garhshankar,HOSHIARPUR,PUNJAB
144532,Garhshankar,HOSHIARPUR,PUNJAB
144533,Balachaur,NAWANSHAHR,PUNJAB
144601,Kapurthala,KAPURTHALA,PUNJAB
144602,Kapurthala,KAPURTHALA,PUNJAB
144603,Kapurthala,KAPURTHALA,PUNJAB
144606,Kapurthala,KAPURTHALA,PUNJAB
144620,Kapurthala,KAPURTHALA,PUNJAB
144621,Bhulath,KAPURTHALA,PUNJAB
144622,Bhulath,KAPURTHALA,PUNJAB
144623,Nakodar,JALANDHAR,PUNJAB
144624,Bhulath,KAPURTHALA,PUNJAB
144625,Kapurthala,KAPURTHALA,PUNJAB
144626,Sultanpur Lodhi,KAPURTHALA,PUNJAB
144628,Sultanpur Lodhi,KAPURTHALA,PUNJAB
144629,Shahkot,JALANDHAR,PUNJAB
144630,Nakodar,JALANDHAR,PUNJAB
144631,Bhulath,KAPURTHALA,PUNJAB
144632,Phagwara,KAPURTHALA,PUNJAB
144633,Phillaur,JALANDHAR,PUNJAB
144701,Shahkot,JALANDHAR,PUNJAB
144702,Shahkot,JALANDHAR,PUNJAB
144703,Shahkot,JALANDHAR,PUNJAB
144801,Jalandhar -II,JALANDHAR,PUNJAB
144802,Kapurthala,KAPURTHALA,PUNJAB
144803,Kapurthala,KAPURTHALA,PUNJAB
144804,Kapurthala,KAPURTHALA,PUNJAB
144805,Jalandhar -II,JALANDHAR,PUNJAB
144806,Jalandhar -II,JALANDHAR,PUNJAB
144819,Bhulath,KAPURTHALA,PUNJAB
145001,Pathankot,Pathankot,PUNJAB
145022,Dhar Kalan,GURDASPUR,PUNJAB
145023,Pathankot,Pathankot,PUNJAB
145024,Pathankot,Pathankot,PUNJAB
145025,Pathankot,Pathankot,PUNJAB
145026,Pathankot,Pathankot,PUNJAB
145027,Pathankot,Pathankot,PUNJAB
145029,Pathankot,Pathankot,PUNJAB
145101,Pathankot,Pathankot,PUNJAB
146001,Hoshiarpur,HOSHIARPUR,PUNJAB
146021,Hoshiarpur,HOSHIARPUR,PUNJAB
146022,Hoshiarpur,HOSHIARPUR,PUNJAB
146023,Hoshiarpur,HOSHIARPUR,PUNJAB
146024,Hoshiarpur,HOSHIARPUR,PUNJAB
146101,Garhshankar,HOSHIARPUR,PUNJAB
146102,Hoshiarpur,HOSHIARPUR,PUNJAB
146103,Garhshankar,HOSHIARPUR,PUNJAB
146104,Hoshiarpur,HOSHIARPUR,PUNJAB
146105,Garhshankar,HOSHIARPUR,PUNJAB
146106,Garhshankar,HOSHIARPUR,PUNJAB
146107,Garhshankar,HOSHIARPUR,PUNJAB
146108,Garhshankar,HOSHIARPUR,PUNJAB
146109,Garhshankar,HOSHIARPUR,PUNJAB
146110,Hoshiarpur,HOSHIARPUR,PUNJAB
146111,Hoshiarpur,HOSHIARPUR,PUNJAB
146112,Hoshiarpur,HOSHIARPUR,PUNJAB
146113,Hoshiarpur,HOSHIARPUR,PUNJAB
146114,Hoshiarpur,HOSHIARPUR,PUNJAB
146115,Hoshiarpur,HOSHIARPUR,PUNJAB
146116,Dasua,HOSHIARPUR,PUNJAB
147001,Patiala,PATIALA,PUNJAB
147002,Patiala,PATIALA,PUNJAB
147003,Patiala,PATIALA,PUNJAB
147004,Fatehgarh Sahib,FATEHGARH SAHIB,PUNJAB
147005,Patiala,PATIALA,PUNJAB
147006,Patiala,PATIALA,PUNJAB
147007,Patiala,PATIALA,PUNJAB
147021,Patiala,PATIALA,PUNJAB
147101,Samana,PATIALA,PUNJAB
147102,Samana,PATIALA,PUNJAB
147103,Patiala,PATIALA,PUNJAB
147104,Fatehgarh Sahib,FATEHGARH SAHIB,PUNJAB
147105,Samana,PATIALA,PUNJAB
147111,Patiala,PATIALA,PUNJAB
147201,Nabha,PATIALA,PUNJAB
147202,Nabha,PATIALA,PUNJAB
147203,Amloh (P),FATEHGARH SAHIB,PUNJAB
147301,Amloh (P),FATEHGARH SAHIB,PUNJAB
148001,Sangrur,SANGRUR,PUNJAB
148002,Sangrur,SANGRUR,PUNJAB
148017,Dhuri,SANGRUR,PUNJAB
148018,Malerkotla,SANGRUR,PUNJAB
148019,Malerkotla,SANGRUR,PUNJAB
148020,Malerkotla,SANGRUR,PUNJAB
148021,Malerkotla,SANGRUR,PUNJAB
148022,Malerkotla,SANGRUR,PUNJAB
148023,Malerkotla,SANGRUR,PUNJAB
148024,Dhuri,SANGRUR,PUNJAB
148025,Dhuri,SANGRUR,PUNJAB
148026,Sangrur,SANGRUR,PUNJAB
148027,Moonak,SANGRUR,PUNJAB
148028,Sunam,SANGRUR,PUNJAB
148029,Sunam,SANGRUR,PUNJAB
148030,Sunam,SANGRUR,PUNJAB
148031,Moonak,SANGRUR,PUNJAB
148033,Moonak,SANGRUR,PUNJAB
148034,Dhuri,SANGRUR,PUNJAB
148035,Sunam,SANGRUR,PUNJAB
148100,Barnala,BARNALA,PUNJAB
148101,Barnala,BARNALA,PUNJAB
148102,Barnala,BARNALA,PUNJAB
148103,Barnala,BARNALA,PUNJAB
148104,Barnala,BARNALA,PUNJAB
148105,Barnala,BARNALA,PUNJAB
148106,Sangrur,SANGRUR,PUNJAB
148107,Barnala,BARNALA,PUNJAB
148108,Barnala,BARNALA,PUNJAB
148109,Barnala,BARNALA,PUNJAB
151001,Bathinda,BATHINDA,PUNJAB
151002,Bathinda,BATHINDA,PUNJAB
151003,Bathinda,BATHINDA,PUNJAB
151004,Bathinda,BATHINDA,PUNJAB
151005,Bathinda,BATHINDA,PUNJAB
151101,Bathinda,BATHINDA,PUNJAB
151102,Bathinda,BATHINDA,PUNJAB
151103,Rampura Phul,BATHINDA,PUNJAB
151104,Rampura Phul,BATHINDA,PUNJAB
151105,Rampura Phul,BATHINDA,PUNJAB
151106,Rampura Phul,BATHINDA,PUNJAB
151108,Rampura Phul,BATHINDA,PUNJAB
151111,Bathinda,BATHINDA,PUNJAB
151201,Bathinda,BATHINDA,PUNJAB
151202,Jaitu,FARIDKOT,PUNJAB
151203,Faridkot,FARIDKOT,PUNJAB
151204,Faridkot,FARIDKOT,PUNJAB
151205,Jaitu,FARIDKOT,PUNJAB
151206,Rampura Phul,BATHINDA,PUNJAB
151207,Faridkot,FARIDKOT,PUNJAB
151208,Jaitu,FARIDKOT,PUNJAB
151209,Faridkot,FARIDKOT,PUNJAB
151210,Malout,MUKTSAR,PUNJAB
151211,Malout,MUKTSAR,PUNJAB
151212,Faridkot,FARIDKOT,PUNJAB
151213,Faridkot,FARIDKOT,PUNJAB
151301,Talwandi Sabo,BATHINDA,PUNJAB
151302,Talwandi Sabo,BATHINDA,PUNJAB
151401,Bathinda,BATHINDA,PUNJAB
151501,Budhlada,MANSA,PUNJAB
151502,Budhlada,MANSA,PUNJAB
151503,Budhlada,MANSA,PUNJAB
151504,Mansa,MANSA,PUNJAB
151505,Mansa,MANSA,PUNJAB
151506,Sardulgarh,MANSA,PUNJAB
151507,Sardulgarh,MANSA,PUNJAB
151508,Mansa,MANSA,PUNJAB
151509,Talwandi Sabo,BATHINDA,PUNJAB
151510,Mansa,MANSA,PUNJAB
152001,Firozepur,FIROZPUR,PUNJAB
152002,Firozepur,FIROZPUR,PUNJAB
152003,Firozepur,FIROZPUR,PUNJAB
152004,Firozepur,FIROZPUR,PUNJAB
152005,Firozepur,FIROZPUR,PUNJAB
152021,Firozepur,FIROZPUR,PUNJAB
152022,Jalalabad,Fazilka,PUNJAB
152023,Firozepur,FIROZPUR,PUNJAB
152024,Jalalabad,Fazilka,PUNJAB
152025,Muktsar,MUKTSAR,PUNJAB
152026,Muktsar,MUKTSAR,PUNJAB
152028,Zira,FIROZPUR,PUNJAB
152031,Giddarbaha,MUKTSAR,PUNJAB
152032,Muktsar,MUKTSAR,PUNJAB
152033,Jalalabad,Fazilka,PUNJAB
152101,Giddarbaha,MUKTSAR,PUNJAB
152107,Malout,MUKTSAR,PUNJAB
152112,Malout,MUKTSAR,PUNJAB
152113,Malout,MUKTSAR,PUNJAB
152114,Malout,MUKTSAR,PUNJAB
152115,Malout,MUKTSAR,PUNJAB
152116,Abohar,Fazilka,PUNJAB
152117,Abohar,Fazilka,PUNJAB
152118,Abohar,Fazilka,PUNJAB
152121,Fazilka,Fazilka,PUNJAB
152122,Fazilka,Fazilka,PUNJAB
152123,Fazilka,Fazilka,PUNJAB
152124,Fazilka,Fazilka,PUNJAB
152128,Abohar,Fazilka,PUNJAB
152132,Abohar,Fazilka,PUNJAB
160001,Chandigarh,CHANDIGARH,CHANDIGARH
160002,Chandigarh,CHANDIGARH,CHANDIGARH
160003,Chandigarh,CHANDIGARH,CHANDIGARH
160004,Chandigarh,CHANDIGARH,CHANDIGARH
160009,Chandigarh,CHANDIGARH,CHANDIGARH
160011,Chandigarh,CHANDIGARH,CHANDIGARH
160012,Chandigarh,CHANDIGARH,CHANDIGARH
160014,Kharar,RUPNAGAR,PUNJAB
160015,Chandigarh,CHANDIGARH,CHANDIGARH
160017,Chandigarh,CHANDIGARH,CHANDIGARH
160018,Chandigarh,CHANDIGARH,CHANDIGARH
160019,Chandigarh,CHANDIGARH,CHANDIGARH
160020,Chandigarh,CHANDIGARH,CHANDIGARH
160022,Chandigarh,CHANDIGARH,CHANDIGARH
160023,Chandigarh,CHANDIGARH,CHANDIGARH
160025,Chandigarh,CHANDIGARH,CHANDIGARH
160030,Chandigarh,CHANDIGARH,CHANDIGARH
160036,Chandigarh,CHANDIGARH,CHANDIGARH
160043,Chandigarh,CHANDIGARH,CHANDIGARH
160047,Chandigarh,CHANDIGARH,CHANDIGARH
160055,S.A.S.Nagar (Mohali),RUPNAGAR,PUNJAB
160059,S.A.S.Nagar (Mohali),RUPNAGAR,PUNJAB
160062,S.A.S.Nagar (Mohali),RUPNAGAR,PUNJAB
160071,S.A.S.Nagar (Mohali),RUPNAGAR,PUNJAB
160101,Chandigarh,CHANDIGARH,CHANDIGARH
160102,Chandigarh,CHANDIGARH,CHANDIGARH
160103,Kharar,RUPNAGAR,PUNJAB
160104,Dera Bassi,PATIALA,PUNJAB
171001,Shimla Urban(T),SHIMLA,HIMACHAL PRADESH
171002,Shimla Urban(T),SHIMLA,HIMACHAL PRADESH
171003,Shimla Rural(T),SHIMLA,HIMACHAL PRADESH
171004,Shimla Rural(T),SHIMLA,HIMACHAL PRADESH
171005,Shimla Rural(T),SHIMLA,HIMACHAL PRADESH
171006,Shimla Rural(T),SHIMLA,HIMACHAL PRADESH
171007,Shimla Rural(T),SHIMLA,HIMACHAL PRADESH
171008,Shimla Urban(T),SHIMLA,HIMACHAL PRADESH
171009,Shimla Rural(T),SHIMLA,HIMACHAL PRADESH
171010,Shimla Rural(T),SHIMLA,HIMACHAL PRADESH
171011,Shimla Rural(T),SHIMLA,HIMACHAL PRADESH
171012,Shimla Urban(T),SHIMLA,HIMACHAL PRADESH
171013,Shimla Rural(T),SHIMLA,HIMACHAL PRADESH
171014,Shimla Rural(T),SHIMLA,HIMACHAL PRADESH
171018,Seoni(T),SHIMLA,HIMACHAL PRADESH
171019,Seoni(T),SHIMLA,HIMACHAL PRADESH
171102,Arki(T),SOLAN,HIMACHAL PRADESH
171103,Seoni(T),SHIMLA,HIMACHAL PRADESH
171201,Theog(T),SHIMLA,HIMACHAL PRADESH
171202,Kotkhai(T),SHIMLA,HIMACHAL PRADESH
171203,Tikar(S.T),SHIMLA,HIMACHAL PRADESH
171204,Kotkhai(T),SHIMLA,HIMACHAL PRADESH
171205,Jubbal(T),SHIMLA,HIMACHAL PRADESH
171206,Jubbal(T),SHIMLA,HIMACHAL PRADESH
171207,Rohru(T),SHIMLA,HIMACHAL PRADESH
171208,Chirgaon(T),SHIMLA,HIMACHAL PRADESH
171209,Theog(T),SHIMLA,HIMACHAL PRADESH
171210,Nerua(S.T),SHIMLA,HIMACHAL PRADESH
171211,Chaupal(T),SHIMLA,HIMACHAL PRADESH
171212,Theog(T),SHIMLA,HIMACHAL PRADESH
171213,Kumharsain(T),SHIMLA,HIMACHAL PRADESH
171214,Chirgaon(T),SHIMLA,HIMACHAL PRADESH
171215,Jubbal(T),SHIMLA,HIMACHAL PRADESH
171216,Jubbal(T),SHIMLA,HIMACHAL PRADESH
171217,Chaupal(T),SHIMLA,HIMACHAL PRADESH
171218,Junga(S.T),SHIMLA,HIMACHAL PRADESH
171219,Shimla Rural(T),SHIMLA,HIMACHAL PRADESH
171220,Theog(T),SHIMLA,HIMACHAL PRADESH
171221,Dodra Kwar(T),SHIMLA,HIMACHAL PRADESH
171222,Theog(T),SHIMLA,HIMACHAL PRADESH
171223,Rohru(T),SHIMLA,HIMACHAL PRADESH
171224,Rohru(T),SHIMLA,HIMACHAL PRADESH
171225,Kotkhai(T),SHIMLA,HIMACHAL PRADESH
171226,Theog(T),SHIMLA,HIMACHAL PRADESH
171301,Seoni(T),SHIMLA,HIMACHAL PRADESH
172001,Nankhari(S.T),SHIMLA,HIMACHAL PRADESH
172002,Nermand(T),KULLU,HIMACHAL PRADESH
172021,Nankhari(S.T),SHIMLA,HIMACHAL PRADESH
172022,Rampur(T),SHIMLA,HIMACHAL PRADESH
172023,Nermand(T),KULLU,HIMACHAL PRADESH
172024,Kumharsain(T),SHIMLA,HIMACHAL PRADESH
172025,Ani(S.T),KULLU,HIMACHAL PRADESH
172026,Ani(S.T),KULLU,HIMACHAL PRADESH
172027,Kumharsain(T),SHIMLA,HIMACHAL PRADESH
172028,Nankhari(S.T),SHIMLA,HIMACHAL PRADESH
172029,Kumharsain(T),SHIMLA,HIMACHAL PRADESH
172030,Kumharsain(T),SHIMLA,HIMACHAL PRADESH
172031,Kumharsain(T),SHIMLA,HIMACHAL PRADESH
172032,Ani(S.T),KULLU,HIMACHAL PRADESH
172033,Nermand(T),KULLU,HIMACHAL PRADESH
172034,Rampur(T),SHIMLA,HIMACHAL PRADESH
172101,Rampur(T),SHIMLA,HIMACHAL PRADESH
172102,Rampur(T),SHIMLA,HIMACHAL PRADESH
172103,Nichar(T),KINNAUR,HIMACHAL PRADESH
172104,Nichar(T),KINNAUR,HIMACHAL PRADESH
172105,Sangla(T),KINNAUR,HIMACHAL PRADESH
172106,Sangla(T),KINNAUR,HIMACHAL PRADESH
172107,Kalpa(T),KINNAUR,HIMACHAL PRADESH
172108,Kalpa(T),KINNAUR,HIMACHAL PRADESH
172109,Morang(T),KINNAUR,HIMACHAL PRADESH
172110,Poo(T),KINNAUR,HIMACHAL PRADESH
172111,Hangrang(S.T),KINNAUR,HIMACHAL PRADESH
172112,Hangrang(S.T),KINNAUR,HIMACHAL PRADESH
172113,Spiti (T),LAHUL & SPITI,HIMACHAL PRADESH
172114,Spiti (T),LAHUL & SPITI,HIMACHAL PRADESH
172115,Nichar(T),KINNAUR,HIMACHAL PRADESH
172116,Morang(T),KINNAUR,HIMACHAL PRADESH
172117,Spiti (T),LAHUL & SPITI,HIMACHAL PRADESH
172118,Nichar(T),KINNAUR,HIMACHAL PRADESH
172201,Rampur(T),SHIMLA,HIMACHAL PRADESH
173001,Nahan(T),SIRMAUR,HIMACHAL PRADESH
173021,Paonta Sahib(T),SIRMAUR,HIMACHAL PRADESH
173022,Dadahu(S.T),SIRMAUR,HIMACHAL PRADESH
173023,Renuka(T),SIRMAUR,HIMACHAL PRADESH
173024,Pachhad(T),SIRMAUR,HIMACHAL PRADESH
173025,Paonta Sahib(T),SIRMAUR,HIMACHAL PRADESH
173026,Nahan(T),SIRMAUR,HIMACHAL PRADESH
173027,Ronhat(S.T),SIRMAUR,HIMACHAL PRADESH
173029,Kamrau(S.T),SIRMAUR,HIMACHAL PRADESH
173030,Nahan(T),SIRMAUR,HIMACHAL PRADESH
173031,Paonta Sahib(T),SIRMAUR,HIMACHAL PRADESH
173032,Renuka(T),SIRMAUR,HIMACHAL PRADESH
173101,Rajgarh(T),SIRMAUR,HIMACHAL PRADESH
173104,Nohra(S.T),SIRMAUR,HIMACHAL PRADESH
173201,Kasauli(T),SOLAN,HIMACHAL PRADESH
173202,Kasauli(T),SOLAN,HIMACHAL PRADESH
173204,Kasauli(T),SOLAN,HIMACHAL PRADESH
173205,Nalagarh(T),SOLAN,HIMACHAL PRADESH
173206,Solan(T),SOLAN,HIMACHAL PRADESH
173207,Kandaghat(T),SOLAN,HIMACHAL PRADESH
173208,Arki(T),SOLAN,HIMACHAL PRADESH
173209,Kasauli(T),SOLAN,HIMACHAL PRADESH
173210,Solan(T),SOLAN,HIMACHAL PRADESH
173211,Solan(T),SOLAN,HIMACHAL PRADESH
173212,Solan(T),SOLAN,HIMACHAL PRADESH
173213,Solan(T),SOLAN,HIMACHAL PRADESH
173214,Solan(T),SOLAN,HIMACHAL PRADESH
173215,Kandaghat(T),SOLAN,HIMACHAL PRADESH
173217,Kandaghat(T),SOLAN,HIMACHAL PRADESH
173218,Ramshahr(S.T),SOLAN,HIMACHAL PRADESH
173220,Kasauli(T),SOLAN,HIMACHAL PRADESH
173221,Arki(T),SOLAN,HIMACHAL PRADESH
173222,Kandaghat(T),SOLAN,HIMACHAL PRADESH
173223,Rajgarh(T),SIRMAUR,HIMACHAL PRADESH
173225,Kasauli(T),SOLAN,HIMACHAL PRADESH
173229,Solan(T),SOLAN,HIMACHAL PRADESH
173230,Solan(T),SOLAN,HIMACHAL PRADESH
173233,Krishangarh(S.T),SOLAN,HIMACHAL PRADESH
173234,Kandaghat(T),SOLAN,HIMACHAL PRADESH
173235,Arki(T),SOLAN,HIMACHAL PRADESH
173236,Krishangarh(S.T),SOLAN,HIMACHAL PRADESH
174001,Bilaspur Sadar(T),BILASPUR (HP),HIMACHAL PRADESH
174002,Naina Devi(S.T),BILASPUR (HP),HIMACHAL PRADESH
174003,Ghumarwin(T),BILASPUR (HP),HIMACHAL PRADESH
174004,Bilaspur Sadar(T),BILASPUR (HP),HIMACHAL PRADESH
174005,Bilaspur Sadar(T),BILASPUR (HP),HIMACHAL PRADESH
174011,Naina Devi(S.T),BILASPUR (HP),HIMACHAL PRADESH
174012,Bilaspur Sadar(T),BILASPUR (HP),HIMACHAL PRADESH
174013,Bilaspur Sadar(T),BILASPUR (HP),HIMACHAL PRADESH
174015,Naina Devi(S.T),BILASPUR (HP),HIMACHAL PRADESH
174017,Jhanduta(T),BILASPUR (HP),HIMACHAL PRADESH
174021,Ghumarwin(T),BILASPUR (HP),HIMACHAL PRADESH
174023,Ghumarwin(T),BILASPUR (HP),HIMACHAL PRADESH
174024,Jhanduta(T),BILASPUR (HP),HIMACHAL PRADESH
174026,Ghumarwin(T),BILASPUR (HP),HIMACHAL PRADESH
174027,Ghumarwin(T),BILASPUR (HP),HIMACHAL PRADESH
174028,Ghumarwin(T),BILASPUR (HP),HIMACHAL PRADESH
174029,Jhanduta(T),BILASPUR (HP),HIMACHAL PRADESH
174030,Jhanduta(T),BILASPUR (HP),HIMACHAL PRADESH
174031,Jhanduta(T),BILASPUR (HP),HIMACHAL PRADESH
174032,Bilaspur Sadar(T),BILASPUR (HP),HIMACHAL PRADESH
174033,Bilaspur Sadar(T),BILASPUR (HP),HIMACHAL PRADESH
174034,Jhanduta(T),BILASPUR (HP),HIMACHAL PRADESH
174035,Jhanduta(T),BILASPUR (HP),HIMACHAL PRADESH
174036,Bilaspur Sadar(T),BILASPUR (HP),HIMACHAL PRADESH
174101,Nalagarh(T),SOLAN,HIMACHAL PRADESH
174102,Ramshahr(S.T),SOLAN,HIMACHAL PRADESH
174103,Kasauli(T),SOLAN,HIMACHAL PRADESH
174201,Naina Devi(S.T),BILASPUR (HP),HIMACHAL PRADESH
174301,Una(T),UNA,HIMACHAL PRADESH
174302,Amb(T),UNA,HIMACHAL PRADESH
174303,Una(T),UNA,HIMACHAL PRADESH
174304,Barsar(T),HAMIRPUR(HP),HIMACHAL PRADESH
174305,Barsar(T),HAMIRPUR(HP),HIMACHAL PRADESH
174306,Una(T),UNA,HIMACHAL PRADESH
174307,Bangana(T),UNA,HIMACHAL PRADESH
174308,Bangana(T),UNA,HIMACHAL PRADESH
174309,Barsar(T),HAMIRPUR(HP),HIMACHAL PRADESH
174310,Naina Devi(S.T),BILASPUR (HP),HIMACHAL PRADESH
174311,Barsar(T),HAMIRPUR(HP),HIMACHAL PRADESH
174312,Barsar(T),HAMIRPUR(HP),HIMACHAL PRADESH
174314,Bangana(T),UNA,HIMACHAL PRADESH
174315,Una(T),UNA,HIMACHAL PRADESH
174316,Amb(T),UNA,HIMACHAL PRADESH
174317,Una(T),UNA,HIMACHAL PRADESH
174319,Amb(T),UNA,HIMACHAL PRADESH
174320,Bangana(T),UNA,HIMACHAL PRADESH
174321,Bangana(T),UNA,HIMACHAL PRADESH
174405,Nadaun(T),HAMIRPUR(HP),HIMACHAL PRADESH
174503,Haroli(S.T),UNA,HIMACHAL PRADESH
174505,Hamirpur(T),HAMIRPUR(HP),HIMACHAL PRADESH
174507,Haroli(S.T),UNA,HIMACHAL PRADESH
175001,Mandi(T),MANDI,HIMACHAL PRADESH
175002,Sundarnagar(T),MANDI,HIMACHAL PRADESH
175003,Kotli(S.T),MANDI,HIMACHAL PRADESH
175004,Baldwara(S.T),MANDI,HIMACHAL PRADESH
175005,Mandi(T),MANDI,HIMACHAL PRADESH
175006,Mandi(T),MANDI,HIMACHAL PRADESH
175007,Sarkaghat(T),MANDI,HIMACHAL PRADESH
175008,Mandi(T),MANDI,HIMACHAL PRADESH
175009,Karsog(T),MANDI,HIMACHAL PRADESH
175010,Karsog(T),MANDI,HIMACHAL PRADESH
175011,Karsog(T),MANDI,HIMACHAL PRADESH
175012,Padhar(T),MANDI,HIMACHAL PRADESH
175013,Padhar(T),MANDI,HIMACHAL PRADESH
175014,Jogindarnagar(T),MANDI,HIMACHAL PRADESH
175015,Jogindarnagar(T),MANDI,HIMACHAL PRADESH
175016,Lad Bharol(T),MANDI,HIMACHAL PRADESH
175017,Sundarnagar(T),MANDI,HIMACHAL PRADESH
175018,Sundarnagar(T),MANDI,HIMACHAL PRADESH
175019,Sundarnagar(T),MANDI,HIMACHAL PRADESH
175021,Mandi(T),MANDI,HIMACHAL PRADESH
175023,Mandi(T),MANDI,HIMACHAL PRADESH
175024,Sarkaghat(T),MANDI,HIMACHAL PRADESH
175025,Sarkaghat(T),MANDI,HIMACHAL PRADESH
175026,Sarkaghat(T),MANDI,HIMACHAL PRADESH
175027,Mandi(T),MANDI,HIMACHAL PRADESH
175028,Chachyot(T),MANDI,HIMACHAL PRADESH
175029,Chachyot(T),MANDI,HIMACHAL PRADESH
175030,Sundarnagar(T),MANDI,HIMACHAL PRADESH
175031,Nihri(S.T),MANDI,HIMACHAL PRADESH
175032,Jogindarnagar(T),MANDI,HIMACHAL PRADESH
175033,Baldwara(S.T),MANDI,HIMACHAL PRADESH
175034,Baldwara(S.T),MANDI,HIMACHAL PRADESH
175035,Thunag(T),MANDI,HIMACHAL PRADESH
175036,Mandi(T),MANDI,HIMACHAL PRADESH
175037,Sarkaghat(T),MANDI,HIMACHAL PRADESH
175038,Nihri(S.T),MANDI,HIMACHAL PRADESH
175039,Chachyot(T),MANDI,HIMACHAL PRADESH
175040,Dharmpur(S.T),MANDI,HIMACHAL PRADESH
175042,Sarkaghat(T),MANDI,HIMACHAL PRADESH
175045,Chachyot(T),MANDI,HIMACHAL PRADESH
175046,Karsog(T),MANDI,HIMACHAL PRADESH
175047,Thunag(T),MANDI,HIMACHAL PRADESH
175048,Thunag(T),MANDI,HIMACHAL PRADESH
175049,Sarkaghat(T),MANDI,HIMACHAL PRADESH
175050,Sandhol(S.T),MANDI,HIMACHAL PRADESH
175051,Dharmpur(S.T),MANDI,HIMACHAL PRADESH
175052,Kotli(S.T),MANDI,HIMACHAL PRADESH
175101,Kullu(T),KULLU,HIMACHAL PRADESH
175102,Kullu(T),KULLU,HIMACHAL PRADESH
175103,Manali(T),KULLU,HIMACHAL PRADESH
175104,Kullu(T),KULLU,HIMACHAL PRADESH
175105,Kullu(T),KULLU,HIMACHAL PRADESH
